log2_accesses,addr_bits,name,cost,k
15,63,bitsplit,2064384.0,
15,63,sort,2.7670116110564426e+19,
15,63,subbitsplit,589824.0,15
15,63,gcd_uniq,196608.0,
18,63,bitsplit,16515072.0,
18,63,sort,2.7670116110565114e+19,
18,63,subbitsplit,4030464.0,15
18,63,gcd_uniq,1572864.0,
0,64,bitsplit,64.0,
0,64,sort,5.5340232221128655e+19,
0,64,subbitsplit,88.0,3
0,64,gcd_uniq,6.0,
3,64,bitsplit,512.0,
3,64,sort,5.5340232221128655e+19,
3,64,subbitsplit,416.0,5
3,64,gcd_uniq,48.0,
6,64,bitsplit,4096.0,
6,64,sort,5.5340232221128655e+19,
6,64,subbitsplit,2176.0,7
6,64,gcd_uniq,384.0,
9,64,bitsplit,32768.0,
9,64,sort,5.5340232221128655e+19,
9,64,subbitsplit,12800.0,9
9,64,gcd_uniq,3072.0,
12,64,bitsplit,262144.0,
12,64,sort,5.534023222112867e+19,
12,64,subbitsplit,90112.0,12
12,64,gcd_uniq,24576.0,
15,64,bitsplit,2097152.0,
15,64,sort,5.534023222112875e+19,
15,64,subbitsplit,589824.0,16
15,64,gcd_uniq,196608.0,
18,64,bitsplit,16777216.0,
18,64,sort,5.534023222112944e+19,
18,64,subbitsplit,3342336.0,16
18,64,gcd_uniq,1572864.0,
